8536,0.11,0.36,0.81,327.27,409.93,1434.88,NAN
8580,0.12,0.34,0.88,329.17,412.14,1443.57,NAN
8614,0.23,0.38,0.90,330.46,413.64,1449.31,NAN
8649,0.34,0.48,0.90,331.29,415.96,1454.79,NAN
8697,0.31,0.50,0.87,331.82,420.36,1461.86,NAN
8744,0.35,0.54,0.84,332.52,423.72,1469.00,NAN
8780,0.35,0.58,0.76,333.03,426.46,1474.73,NAN
8815,0.21,0.56,0.73,333.72,428.30,1480.97,NAN
8850,0.36,0.58,0.74,335.00,429.11,1487.49,NAN
8885,0.38,0.53,0.72,336.26,430.51,1493.76,NAN
8921,0.21,0.49,0.64,337.89,431.19,1499.51,NAN
8958,0.31,0.52,0.59,340.22,430.85,1505.28,NAN
8994,0.37,0.60,0.55,341.79,431.30,1510.20,NAN
9029,0.35,0.62,0.58,342.59,432.32,1515.38,NAN
9064,0.36,0.62,0.65,342.71,433.42,1520.90,NAN
9100,0.45,0.58,0.79,342.50,434.42,1526.28,NAN
9135,0.56,0.57,0.85,342.26,436.22,1531.59,NAN
9169,0.38,0.48,0.85,341.70,438.13,1536.85,NAN
9205,0.35,0.44,0.87,342.12,438.69,1541.54,NAN
9240,0.42,0.49,0.80,342.74,439.52,1546.12,NAN
9275,0.39,0.50,0.77,343.20,441.41,1550.67,NAN
9311,0.31,0.51,0.75,343.49,443.77,1555.26,NAN
9349,0.32,0.57,0.77,343.74,446.30,1560.51,NAN
9383,0.35,0.60,0.81,343.55,448.47,1565.91,NAN
9419,0.33,0.51,0.82,343.62,450.34,1571.18,NAN
9454,0.28,0.50,0.77,344.24,451.47,1575.91,NAN
9490,0.30,0.52,0.74,345.16,452.17,1580.07,NAN
9525,0.27,0.50,0.68,345.71,452.96,1583.77,NAN
9560,0.28,0.47,0.71,346.17,453.50,1587.13,NAN
9595,0.41,0.52,0.73,346.24,454.62,1590.05,NAN
9630,0.45,0.39,0.76,345.55,456.83,1592.47,NAN
9665,0.38,0.23,0.78,345.13,458.94,1594.43,NAN
9701,0.39,0.26,0.80,345.35,459.84,1595.79,NAN
9739,0.52,0.33,0.85,345.43,460.72,1597.55,NAN
9775,0.48,0.32,0.89,344.85,462.21,1599.80,NAN
9809,0.35,0.29,0.86,344.19,463.30,1602.41,NAN
9844,0.23,0.32,0.78,343.76,462.95,1605.11,NAN
9880,0.28,0.40,0.72,343.55,461.71,1607.68,NAN
9915,0.40,0.47,0.74,342.81,461.31,1610.15,NAN
9950,0.34,0.46,0.75,341.44,462.49,1612.34,NAN
9986,0.29,0.40,0.81,340.16,463.71,1614.23,NAN
10020,0.38,0.39,0.86,339.20,464.95,1615.71,NAN
10055,0.38,0.36,0.86,338.42,466.52,1616.99,NAN
10091,0.30,0.41,0.89,337.88,467.32,1618.45,NAN
10130,0.38,0.40,0.83,337.51,468.01,1620.25,NAN
10165,0.31,0.41,0.76,337.09,468.84,1622.00,NAN
