Timestamp,HeartRate,SpO2
94802,0,0
94850,0,0
94896,0,0
94943,0,0
94990,0,0
95036,0,0
95083,0,0
95130,0,0
95177,0,0
95223,0,0
95270,0,0
95318,0,0
95364,0,0
95411,0,0
95458,0,0
95504,0,0
95551,0,0
95598,0,0
95645,0,0
95691,0,0
95738,0,0
95785,0,0
95832,0,0
95879,0,0
95926,0,0
95972,0,0
96019,0,0
96066,0,0
96113,0,0
96159,0,0
96206,0,0
96253,0,0
96300,0,0
96347,0,0
96394,0,0
96441,0,0
96487,0,0
96534,0,0
96581,0,0
96627,0,0
96674,0,0
96721,0,0
96768,0,0
96815,0,0
96862,0,0
96909,0,0
96955,0,0
97002,0,0
97049,0,0
97095,0,0
97142,0,0
97189,0,0
97235,0,0
97283,0,0
97330,0,0
97377,0,0
97423,0,0
97470,0,0
97517,0,0
97563,0,0
97610,0,0
97657,0,0
97703,0,0
97751,0,0
97798,0,0
97845,0,0
97891,0,0
97938,0,0
97985,0,0
98031,0,0
98078,0,0
98125,0,0
98172,0,0
98219,0,0
98266,0,0
98313,0,0
98359,0,0
98406,0,0
98453,0,0
98499,0,0
98546,0,0
98593,0,0
98640,0,0
98686,0,0
98734,0,0
98781,0,0
98827,0,0
98874,0,0
98921,0,0
98967,0,0
99014,0,0
99061,0,0
99108,0,0
99154,0,0
99202,0,0
99249,0,0
99295,0,0
99342,0,0
99389,0,0
99436,0,0
99482,0,0
99529,0,0
99576,0,0
99622,0,0
99670,0,0
99717,0,0
99763,0,0
99810,0,0
99857,0,0
99904,0,0
99950,0,0
99997,0,0
100044,0,0
100090,0,0
100137,0,0
100185,0,0
100231,0,0
100278,0,0
100325,0,0
100372,0,0
100418,0,0
100465,0,0
100512,0,0
100558,0,0
100605,0,0
100653,0,0
100699,0,0
100746,0,0
100793,0,0
100840,0,0
100886,0,0
100933,0,0
100980,0,0
101026,0,0
101073,0,0
101121,0,0
101168,0,0
101214,0,0
101261,0,0
101308,0,0
101354,0,0
101401,0,0
101448,0,0
101494,0,0
101541,0,0
101588,0,0
101636,0,0
101682,0,0
101729,0,0
101776,0,0
101822,0,0
101869,0,0
101916,0,0
101962,0,0
102009,0,0
102056,0,0
102104,0,0
102150,0,0
102197,0,0
102244,0,0
102290,0,0
102337,0,0
102384,0,0
102431,0,0
102477,0,0
102524,0,0
102572,0,0
102618,0,0
102665,0,0
102712,0,0
102758,0,0
102805,0,0
102852,0,0
102899,0,0
102945,0,0
102992,0,0
103040,0,0
103086,0,0
103133,0,0
103180,0,0
103226,0,0
103273,0,0
103320,0,0
103367,0,0
103413,0,0
103460,0,0
103507,0,0
103554,0,0
103601,0,0
103648,0,0
103694,0,0
103741,0,0
103788,0,0
103835,0,0
103881,0,0
103928,0,0
103975,0,0
104022,0,0
104069,0,0
104116,0,0
104163,0,0
104209,0,0
104256,0,0
104303,0,0
104349,0,0
104396,0,0
104443,0,0
104489,0,0
104537,0,0
104584,0,0
104631,0,0
104677,0,0
104724,0,0
104771,0,0
104817,0,0
104864,0,0
104911,0,0
104957,0,0
105005,0,0
105052,0,0
105099,0,0
105145,0,0
105192,0,0
105239,0,0
105285,0,0
105332,0,0
105379,0,0
105426,0,0
105473,0,0
105520,0,0
105567,0,0
105613,0,0
105660,0,0
105707,0,0
105753,0,0
105800,0,0
105847,0,0
105894,0,0
105940,0,0
105988,0,0
106035,0,0
106081,0,0
106128,0,0
106175,0,0
106221,0,0
106268,0,0
106315,0,0
106362,0,0
106408,0,0
106456,0,0
106503,0,0
106549,0,0
106596,0,0
106643,0,0
106689,0,0
106736,0,0
106783,0,0
106830,0,0
106876,0,0
106924,0,0
106971,0,0
107017,0,0
107064,0,0
107111,0,0
107158,0,0
107204,0,0
107251,0,0
107298,0,0
107344,0,0
107392,0,0
107439,0,0
107485,0,0
107532,0,0
107579,0,0
107626,0,0
107672,0,0
107719,0,0
107766,0,0
107812,0,0
107859,0,0
107907,0,0
107953,0,0
108000,0,0
108047,0,0
108094,0,0
108140,0,0
108187,0,0
108234,0,0
108280,0,0
108327,0,0
108375,0,0
108422,0,0
108468,0,0
108515,0,0
108562,0,0
108608,0,0
108655,0,0
108702,0,0
108748,0,0
108795,0,0
108843,0,0
108890,0,0
108936,0,0
108983,0,0
109030,0,0
109076,0,0
109123,0,0
109170,0,0
109216,0,0
109263,0,0
109310,0,0
109358,0,0
109404,0,0
109451,0,0
109498,0,0
109544,0,0
109591,0,0
109638,0,0
109684,0,0
109731,0,0
109778,0,0
109826,0,0
109872,0,0
109919,0,0
109966,0,0
110021,0,0
110059,0,0
110106,0,0
110153,0,0
110199,0,0
110246,0,0
110294,0,0
110340,0,0
110387,0,0
110434,0,0
110480,0,0
110527,0,0
110574,0,0
110621,0,0
110667,0,0
110714,0,0
110761,0,0
110808,0,0
110855,0,0
110902,0,0
110948,0,0
110995,0,0
111042,0,0
111089,0,0
111135,0,0
111182,0,0
111229,0,0
111276,0,0
111323,0,0
111370,0,0
111417,0,0
111463,0,0
111510,0,0
111557,0,0
111603,0,0
111650,0,0
111697,0,0
111744,0,0
111791,0,0
111838,0,0
111885,0,0
111931,0,0
111978,0,0
112025,0,0
112071,0,0
112118,0,0
112165,0,0
112211,0,0
112259,0,0
112306,0,0
112353,0,0
112399,0,0
112446,0,0
112493,0,0
112539,0,0
112586,0,0
112633,0,0
112679,0,0
112727,0,0
112774,0,0
112821,0,0
112867,0,0
112914,0,0
112970,0,0
113007,0,0
113054,0,0
113101,0,0
113148,0,0
113195,0,0
113242,0,0
113289,0,0
113335,0,0
113382,0,0
113429,0,0
113475,0,0
113522,0,0
113569,0,0
113616,0,0
113662,0,0
113710,0,0
113757,0,0
113803,0,0
113850,0,0
113897,0,0
113943,0,0
113990,0,0
114037,0,0
114084,0,0
114130,0,0
114178,0,0
114225,0,0
114271,0,0
114318,0,0
114365,0,0
114412,0,0
114458,0,0
114505,0,0
114552,0,0
114598,0,0
114646,0,0
114693,0,0
114739,0,0
114786,0,0
114833,0,0
114880,0,0
114926,0,0
114973,0,0
115020,0,0
115066,0,0
115113,0,0
115161,0,0
115207,0,0
115254,0,0
115301,0,0
115348,0,0
115394,0,0
115441,0,0
115488,0,0
115534,0,0
115581,0,0
115629,0,0
115675,0,0
115722,0,0
115769,0,0
115816,0,0
115862,0,0
115909,0,0
115956,0,0
116002,0,0
116049,0,0
116097,0,0
116144,0,0
116190,0,0
116237,0,0
116284,0,0
116330,0,0
116377,0,0
116424,0,0
116470,0,0
116517,0,0
116564,0,0
116612,0,0
116658,0,0
116705,0,0
116752,0,0
116798,0,0
116845,0,0
116892,0,0
116938,0,0
116985,0,0
117032,0,0
117080,0,0
117126,0,0
117173,0,0
117220,0,0
117266,0,0
117313,0,0
117360,0,0
117407,0,0
117453,0,0
117588,0,0
117797,0,0
117971,0,0
118004,0,0
118037,0,0
118080,0,0
118126,0,0
118173,0,0
118220,0,0
118266,0,0
118313,0,0
118361,0,0
118407,0,0
118454,0,0
118501,0,0
118548,0,0
118594,0,0
118641,0,0
118688,0,0
118734,0,0
118781,0,0
118829,0,0
118875,0,0
118922,0,0
118969,0,0
119016,0,0
119062,0,0
119109,0,0
119156,0,0
119211,0,0
119249,0,0
119297,0,0
119344,0,0
119390,0,0
119437,0,0
119484,0,0
119530,0,0
119577,0,0
119624,0,0
119670,0,0
119717,0,0
119764,0,0
119812,0,0
119858,0,0
119905,0,0
119952,0,0
119998,0,0
120045,0,0
120092,0,0
120138,0,0
120185,0,0
120232,0,0
120280,0,0
120326,0,0
120373,0,0
120420,0,0
120466,0,0
120513,0,0
120560,0,0
120606,0,0
120653,0,0
120700,0,0
120748,0,0
120794,0,0
120841,0,0
120888,0,0
120934,0,0
120981,0,0
121028,0,0
121075,0,0
121121,0,0
121168,0,0
121216,0,0
121262,0,0
121309,0,0
121356,0,0
121402,0,0
121449,0,0
121496,0,0
121543,0,0
121589,0,0
121636,0,0
121683,0,0
121730,0,0
121777,0,0
121824,0,0
121870,0,0
121917,0,0
121964,0,0
122011,0,0
122057,0,0
122110,0,0
122151,0,0
122198,0,0
122245,0,0
122292,0,0
122339,0,0
122385,0,0
122432,0,0
122479,0,0
122525,0,0
122572,0,0
122619,0,0
122665,0,0
122713,0,0
122760,0,0
122807,0,0
122853,0,0
122900,0,0
122947,0,0
122993,0,0
123040,0,0
123087,0,0
123133,0,0
123181,0,0
123228,0,0
123275,0,0
123321,0,0
123368,0,0
123415,0,0
123461,0,0
123508,0,0
123555,0,0
123601,0,0
123649,0,0
123696,0,0
123743,0,0
123789,0,0
123836,0,0
123883,0,0
123929,0,0
123976,0,0
124023,0,0
124070,0,0
124116,0,0
124164,0,0
124211,0,0
124257,0,0
124304,0,0
124351,0,0
124397,0,0
124444,0,0
124491,0,0
124538,0,0
124584,0,0
124632,0,0
124679,0,0
124725,0,0
124772,0,0
124819,0,0
124865,0,0
124912,0,0
124959,0,0
125006,0,0
125058,0,0
125100,0,0
125147,0,0
125193,0,0
125240,0,0
125287,0,0
125334,0,0
125380,0,0
125427,0,0
125474,0,0
125520,0,0
125568,0,0
125615,0,0
125661,0,0
125708,0,0
125755,0,0
125802,0,0
125848,0,0
125895,0,0
125942,0,0
125988,0,0
126035,0,0
126083,0,0
126129,0,0
126176,0,0
126223,0,0
126270,0,0
126316,0,0
126363,0,0
126410,0,0
126456,0,0
126503,0,0
126551,0,0
126597,0,0
126644,0,0
126691,0,0
126738,0,0
126784,0,0
126831,0,0
126878,0,0
126924,0,0
126971,0,0
127019,0,0
127066,0,0
127112,0,0
127159,0,0
127206,0,0
127252,0,0
127299,0,0
127346,0,0
127392,0,0
127439,0,0
127486,0,0
127534,0,0
127580,0,0
127627,0,0
127674,0,0
127720,0,0
127767,0,0
127814,0,0
127860,0,0
127907,0,0
127954,0,0
128002,0,0
128048,0,0
128095,0,0
128142,0,0
128188,0,0
128235,0,0
128282,0,0
128329,0,0
128375,0,0
128422,0,0
128470,0,0
128516,0,0
128563,0,0
128610,0,0
128656,0,0
128703,0,0
128750,0,0
128797,0,0
128843,0,0
128890,0,0
128937,0,0
128984,0,0
129031,0,0
129078,0,0
129124,0,0
129171,0,0
129218,0,0
129265,0,0
129311,0,0
129358,0,0
129405,0,0
129452,0,0
129499,0,0
129546,0,0
129592,0,0
129639,0,0
129686,0,0
129733,0,0
129779,0,0
129826,0,0
129873,0,0
129920,0,0
129967,0,0
130014,0,0
130061,0,0
130107,0,0
130154,0,0
130201,0,0
130247,0,0
130294,0,0
130341,0,0
130387,0,0
130435,0,0
130482,0,0
130529,0,0
130575,0,0
130622,0,0
130669,0,0
130715,0,0
130762,0,0
130809,0,0
130855,0,0
130903,0,0
130950,0,0
130997,0,0
131043,0,0
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
Timestamp,HeartRate,SpO2,Annotation
