8579,0.32,-0.72,0.58,-1.43,1.29,0.48,rash_turn
9662,0.32,-0.72,0.57,-1.58,1.05,0.84,rash_turn
10737,0.32,-0.72,0.57,-1.64,1.00,0.65,rash_turn
11812,0.32,-0.72,0.58,-1.86,0.47,0.87,rash_turn
12889,0.32,-0.72,0.59,-2.12,0.55,0.56,rash_turn
13964,0.33,-0.72,0.58,-2.02,0.57,0.52,rash_turn
15040,0.32,-0.72,0.58,-2.10,0.40,-0.05,rash_turn
16115,0.32,-0.72,0.57,-2.17,0.61,0.01,rash_turn
17191,0.32,-0.72,0.57,-2.33,0.64,-0.11,rash_turn
18267,0.32,-0.72,0.57,-2.55,0.13,0.02,rash_turn
19343,0.31,-0.72,0.58,-3.63,-1.27,-0.79,rash_turn
20422,0.32,-0.72,0.58,-3.88,-1.42,-0.91,rash_turn
21497,0.32,-0.72,0.57,-3.65,-1.47,-0.71,rash_turn
22574,0.32,-0.72,0.58,-3.43,-0.89,-0.28,rash_turn
23649,0.32,-0.72,0.57,-3.40,-1.26,-0.21,rash_turn
24725,0.32,-0.72,0.56,-3.57,-1.60,-0.18,rash_turn
25800,0.32,-0.72,0.58,-3.32,-1.56,-0.33,rash_turn
26876,0.32,-0.72,0.58,-3.42,-1.89,-0.11,rash_turn
27952,0.32,-0.72,0.58,-3.66,-1.95,-0.11,rash_turn
29028,0.32,-0.72,0.58,-3.71,-1.63,0.49,rash_turn
30103,0.32,-0.72,0.58,-3.70,-1.74,0.27,rash_turn
31182,0.32,-0.72,0.57,-3.70,-2.24,0.23,rash_turn
32259,0.32,-0.72,0.57,-3.94,-2.37,0.18,rash_turn
33334,0.33,-0.72,0.57,-3.96,-2.49,0.10,rash_turn
34410,0.32,-0.72,0.56,-4.22,-2.18,0.67,rash_turn
35485,0.33,-0.72,0.58,-4.35,-2.20,0.47,rash_turn
36560,0.31,-0.72,0.57,-4.57,-2.13,-0.09,rash_turn
37637,0.33,-0.73,0.57,-4.55,-2.30,-0.21,rash_turn
38713,0.32,-0.72,0.57,-4.58,-2.17,-0.17,rash_turn
39788,0.32,-0.72,0.57,-4.63,-2.03,-0.42,rash_turn
40864,0.33,-0.72,0.58,-4.86,-2.03,-0.29,rash_turn
41943,0.33,-0.72,0.58,-4.65,-1.78,-0.22,rash_turn
43019,0.32,-0.72,0.57,-4.47,-2.00,-0.44,rash_turn
44094,0.33,-0.72,0.57,-4.70,-1.83,-0.57,rash_turn
45170,0.32,-0.72,0.57,-4.73,-1.56,-0.25,rash_turn
46246,0.32,-0.72,0.58,-4.94,-1.48,-0.13,rash_turn
47322,0.32,-0.72,0.58,-4.78,-1.61,-0.25,rash_turn
48398,0.32,-0.73,0.58,-4.70,-1.61,0.06,rash_turn
49473,0.33,-0.72,0.57,-4.73,-1.81,-0.03,rash_turn
50549,0.32,-0.72,0.58,-4.70,-1.67,-0.38,rash_turn
51624,0.33,-0.72,0.58,-4.86,-1.40,-0.47,rash_turn
52704,0.33,-0.72,0.57,-5.11,-1.49,-0.24,rash_turn
53800,0.33,-0.72,0.56,-5.27,-1.56,-0.18,rash_turn
54876,0.32,-0.73,0.58,-5.08,-1.20,-0.55,rash_turn
55952,0.32,-0.73,0.57,-5.04,-0.90,-0.65,rash_turn
57027,0.32,-0.72,0.58,-4.98,-0.89,-0.75,rash_turn
58103,0.32,-0.72,0.58,-5.09,-0.61,-0.76,rash_turn
59179,0.32,-0.72,0.57,-5.27,-0.43,-0.83,rash_turn
60255,0.33,-0.72,0.58,-5.34,-0.37,-1.10,rash_turn
61330,0.33,-0.72,0.58,-5.09,-0.67,-0.78,rash_turn
62406,0.33,-0.73,0.57,-5.08,-0.57,-0.78,rash_turn
63485,0.32,-0.72,0.57,-5.34,-0.49,-1.10,rash_turn
64561,0.32,-0.72,0.58,-5.11,-0.44,-0.99,rash_turn
65637,0.32,-0.73,0.57,-5.14,-0.49,-1.06,rash_turn
66712,0.32,-0.72,0.57,-5.82,-0.22,-1.00,rash_turn
67788,0.32,-0.72,0.58,-5.82,-0.10,-0.68,rash_turn
68864,0.32,-0.72,0.57,-5.77,0.29,-0.80,rash_turn
69940,0.32,-0.72,0.57,-6.23,0.24,-0.87,rash_turn
71015,0.32,-0.72,0.57,-6.21,0.45,-1.25,rash_turn
72090,0.33,-0.72,0.57,-6.18,0.36,-1.05,rash_turn
73166,0.31,-0.72,0.57,-6.18,0.38,-1.22,rash_turn
74246,0.32,-0.73,0.58,-6.34,0.53,-1.53,rash_turn
75321,0.32,-0.72,0.57,-6.18,0.70,-1.62,rash_turn
76397,0.32,-0.72,0.57,-6.37,1.00,-1.73,rash_turn
77472,0.32,-0.72,0.58,-6.49,0.78,-1.47,rash_turn
78548,0.32,-0.72,0.57,-6.77,0.47,-1.70,rash_turn
79624,0.31,-0.73,0.57,-6.62,0.91,-1.71,rash_turn
80700,0.31,-0.72,0.57,-6.54,1.50,-1.06,rash_turn
81775,0.31,-0.73,0.57,-6.41,1.37,-1.36,rash_turn
82851,0.30,-0.73,0.57,-6.49,1.88,-0.38,rash_turn
83927,0.35,-0.69,0.58,-17.90,1.32,-9.84,rash_turn
85003,0.72,-0.67,0.19,-15.60,12.75,1.44,rash_turn
86082,0.77,-0.64,0.16,-15.93,13.03,2.61,rash_turn
87157,0.78,-0.65,0.16,-16.27,10.35,0.94,rash_turn
88233,0.78,-0.64,0.15,-15.99,11.45,1.65,rash_turn
89309,0.76,-0.68,0.17,-15.81,10.53,2.05,rash_turn
90385,0.79,-0.63,0.13,-15.65,10.43,1.67,rash_turn
91460,0.78,-0.64,0.15,-14.40,23.68,7.50,rash_turn
92536,0.49,-0.74,0.42,8.90,90.64,57.52,rash_turn
93612,0.33,-0.75,0.52,8.83,91.43,57.83,rash_turn
94688,0.32,-0.75,0.54,9.23,91.54,58.21,rash_turn
95763,0.32,-0.75,0.53,9.37,91.93,58.77,rash_turn
96878,0.32,-0.75,0.53,9.51,92.08,59.05,rash_turn
97955,0.33,-0.74,0.53,9.36,92.33,58.78,rash_turn
99034,0.32,-0.75,0.53,9.61,91.70,58.64,rash_turn
100112,0.31,-0.76,0.52,8.69,101.66,61.53,rash_turn
101189,0.32,-0.78,0.53,1.02,105.91,44.95,rash_turn
102267,0.43,-0.76,0.44,-1.02,98.71,41.26,rash_turn
103346,0.47,-0.75,0.45,-0.74,97.96,40.81,rash_turn
104423,0.48,-0.74,0.44,-0.99,97.39,40.33,rash_turn
105501,0.47,-0.75,0.44,-0.99,97.80,40.95,rash_turn
106578,0.47,-0.74,0.45,-0.74,96.52,41.09,rash_turn
107661,0.46,-0.75,0.46,-1.68,92.24,37.24,rash_turn
108738,0.47,-0.75,0.45,-3.20,85.27,32.06,rash_turn
109816,0.53,-0.84,0.44,-12.70,50.61,-0.18,rash_turn
