8877,0.29,-0.73,0.58,1.78,-11.35,-12.48,NAN
9962,0.28,-0.73,0.58,2.21,-12.23,-13.32,NAN
11040,0.28,-0.73,0.58,2.35,-13.25,-14.22,NAN
12118,0.28,-0.73,0.58,2.42,-14.52,-15.19,NAN
13195,0.28,-0.73,0.58,2.52,-15.65,-16.47,NAN
14273,0.28,-0.73,0.58,2.82,-16.51,-17.50,NAN
15350,0.28,-0.74,0.57,2.69,-17.11,-21.11,NAN
16429,0.30,-0.76,0.57,9.52,-18.30,-17.00,NAN
17506,0.28,-0.73,0.59,9.71,-19.38,-17.78,NAN
18584,0.28,-0.73,0.58,9.88,-20.47,-19.28,NAN
19661,0.28,-0.73,0.57,10.37,-22.65,-20.32,NAN
20739,0.28,-0.73,0.58,10.29,-23.84,-21.85,NAN
21820,0.28,-0.73,0.58,10.64,-25.18,-23.32,NAN
22898,0.28,-0.73,0.58,10.88,-26.54,-24.18,NAN
23975,0.28,-0.73,0.58,11.24,-27.50,-25.08,NAN
25054,0.28,-0.74,0.58,11.23,-27.26,-25.99,NAN
26131,0.27,-0.73,0.58,11.43,-27.61,-26.87,NAN
27209,0.28,-0.73,0.58,11.76,-28.97,-28.10,NAN
28286,0.28,-0.73,0.58,12.18,-30.18,-29.40,NAN
29365,0.28,-0.73,0.59,12.18,-31.47,-30.58,NAN
30442,0.28,-0.73,0.58,12.60,-32.67,-31.74,NAN
31519,0.28,-0.73,0.57,12.76,-33.68,-32.89,NAN
32598,0.28,-0.72,0.57,12.73,-34.73,-34.36,NAN
33679,0.27,-0.72,0.58,13.25,-35.87,-35.75,NAN
34756,0.27,-0.73,0.58,13.42,-36.95,-36.65,NAN
35834,0.28,-0.73,0.59,13.72,-37.73,-38.03,NAN
36912,0.28,-0.73,0.58,13.90,-38.84,-39.34,NAN
37990,0.28,-0.73,0.58,13.82,-40.03,-40.52,NAN
39067,0.27,-0.73,0.58,14.17,-40.94,-41.72,NAN
40145,0.28,-0.72,0.58,14.39,-42.07,-43.13,NAN
41223,0.27,-0.73,0.58,14.85,-42.93,-44.52,NAN
42301,0.27,-0.73,0.58,15.07,-43.97,-45.26,NAN
43378,0.28,-0.73,0.57,15.45,-45.15,-46.59,NAN
44460,0.28,-0.73,0.57,15.55,-46.39,-47.72,NAN
45537,0.28,-0.73,0.58,15.61,-47.37,-48.98,NAN
46615,0.28,-0.73,0.58,16.19,-48.38,-49.95,NAN
47692,0.27,-0.73,0.58,16.55,-49.04,-51.05,NAN
48771,0.27,-0.73,0.58,16.90,-49.78,-52.18,NAN
49848,0.28,-0.73,0.58,17.15,-50.62,-53.33,NAN
50926,0.28,-0.73,0.60,17.12,-51.93,-54.71,NAN
52003,0.27,-0.73,0.59,17.27,-52.94,-55.89,NAN
53081,0.27,-0.73,0.57,17.59,-53.90,-57.23,NAN
54159,0.28,-0.73,0.57,17.87,-54.88,-58.68,NAN
55236,0.28,-0.73,0.58,18.12,-55.24,-60.05,NAN
56317,0.28,-0.73,0.58,18.32,-56.46,-61.22,NAN
57396,0.28,-0.72,0.58,18.46,-57.68,-62.30,NAN
58473,0.28,-0.73,0.59,18.61,-58.54,-63.29,NAN
59550,0.28,-0.73,0.58,19.06,-59.47,-64.47,NAN
60628,0.28,-0.73,0.57,19.27,-60.61,-65.67,NAN
61734,0.28,-0.72,0.58,19.38,-61.31,-66.54,NAN
62812,0.28,-0.73,0.58,19.43,-62.09,-67.61,NAN
63889,0.27,-0.73,0.59,19.95,-62.54,-68.70,NAN
64967,0.28,-0.73,0.58,20.31,-63.57,-69.89,NAN
66044,0.28,-0.73,0.58,20.94,-64.32,-70.82,NAN
