8518,0.70,-0.72,0.15,-1.04,0.98,0.50,rash_turn
9648,0.70,-0.72,0.15,-1.04,0.98,0.77,rash_turn
10770,0.70,-0.73,0.16,-1.12,0.94,0.81,rash_turn
11892,0.70,-0.72,0.15,-1.04,0.86,0.86,rash_turn
13015,0.70,-0.72,0.16,-1.02,0.70,0.93,rash_turn
14138,0.71,-0.72,0.16,-1.03,0.82,1.10,rash_turn
15260,0.71,-0.71,0.15,-0.98,0.93,1.25,rash_turn
16382,0.70,-0.72,0.15,-1.11,0.92,1.33,rash_turn
Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Annotation
