1255,0,0,rash_turn
2332,0,0,rash_turn
3403,0,0,rash_turn
4473,0,0,rash_turn
5544,0,0,rash_turn
6615,0,0,rash_turn
7685,0,0,rash_turn
8756,0,0,rash_turn
9826,0,0,rash_turn
10897,0,0,rash_turn
11967,0,0,rash_turn
13038,0,0,rash_turn
14108,0,0,rash_turn
15179,0,0,rash_turn
16249,0,0,rash_turn
17319,0,0,rash_turn
18391,0,0,rash_turn
19461,0,0,rash_turn
20532,0,0,rash_turn
21602,0,0,rash_turn
22673,0,0,rash_turn
23743,0,0,rash_turn
24814,0,0,rash_turn
25884,0,0,rash_turn
26954,0,0,rash_turn
28028,0,0,rash_turn
29100,0,0,rash_turn
30170,0,0,rash_turn
31241,0,0,rash_turn
32311,0,0,rash_turn
33381,0,0,rash_turn
34452,0,0,rash_turn
35522,0,0,rash_turn
36593,0,0,rash_turn
37663,0,0,rash_turn
38747,0,0,rash_turn
39825,0,0,rash_turn
40895,0,0,rash_turn
41966,0,0,rash_turn
43036,0,0,rash_turn
44107,0,0,rash_turn
45177,0,0,rash_turn
46247,0,0,rash_turn
47319,0,0,rash_turn
48389,0,0,rash_turn
49460,0,0,rash_turn
50530,0,0,rash_turn
51601,0,0,rash_turn
52671,0,0,rash_turn
53742,0,0,rash_turn
54815,0,0,rash_turn
55886,0,0,rash_turn
56956,0,0,rash_turn
58028,0,0,rash_turn
59098,0,0,rash_turn
60169,0,0,rash_turn
61239,0,0,rash_turn
62309,0,0,rash_turn
63380,0,0,rash_turn
64450,0,0,rash_turn
65521,0,0,rash_turn
66591,0,0,rash_turn
67662,0,0,rash_turn
68732,0,0,rash_turn
69804,0,0,rash_turn
70874,0,0,rash_turn
71945,0,0,rash_turn
73015,0,0,rash_turn
74086,0,0,rash_turn
75156,0,0,rash_turn
76226,0,0,rash_turn
77297,0,0,rash_turn
78367,0,0,rash_turn
79438,0,0,rash_turn
80513,0,0,rash_turn
81583,0,0,rash_turn
82654,0,0,rash_turn
83724,0,0,rash_turn
84795,0,0,rash_turn
85865,0,0,rash_turn
86935,0,0,rash_turn
88006,0,0,rash_turn
89076,0,0,rash_turn
90147,0,0,rash_turn
91217,0,0,rash_turn
92289,0,0,rash_turn
93359,0,0,rash_turn
94430,0,0,rash_turn
95500,0,0,rash_turn
96571,0,0,rash_turn
97641,0,0,rash_turn
98711,0,0,rash_turn
99782,0,0,rash_turn
100852,0,0,rash_turn
101923,0,0,rash_turn
102993,0,0,rash_turn
104065,0,0,rash_turn
105135,0,0,rash_turn
106229,0,0,rash_turn
107299,0,0,rash_turn
108370,0,0,rash_turn
109441,0,0,rash_turn
110512,0,0,rash_turn
111582,0,0,rash_turn
112653,0,0,rash_turn
113723,0,0,rash_turn
114794,0,0,rash_turn
115864,0,0,rash_turn
116935,0,0,rash_turn
118005,0,0,rash_turn
119075,0,0,rash_turn
120146,0,0,rash_turn
121217,0,0,rash_turn
122288,0,0,rash_turn
123358,0,0,rash_turn
124429,0,0,rash_turn
125499,0,0,rash_turn
126570,0,0,rash_turn
127640,0,0,rash_turn
128711,0,0,rash_turn
129781,0,0,rash_turn
130852,0,0,rash_turn
131920,0,0,rash_turn
132992,0,0,rash_turn
134062,0,0,rash_turn
135133,0,0,rash_turn
136203,0,0,rash_turn
137274,0,0,rash_turn
138344,0,0,rash_turn
139415,0,0,rash_turn
140485,0,0,rash_turn
141556,0,0,rash_turn
142626,0,0,rash_turn
143697,0,0,rash_turn
144768,0,0,rash_turn
145839,0,0,rash_turn
146909,0,0,rash_turn
147980,0,0,rash_turn
149050,0,0,rash_turn
150121,0,0,rash_turn
151191,0,0,rash_turn
152262,0,0,rash_turn
153332,0,0,rash_turn
154403,0,0,rash_turn
155473,0,0,rash_turn
156548,0,0,rash_turn
157618,0,0,rash_turn
158689,0,0,rash_turn
159759,0,0,rash_turn
160830,0,0,rash_turn
161900,0,0,rash_turn
162971,0,0,rash_turn
164041,0,0,rash_turn
165112,0,0,rash_turn
166182,0,0,rash_turn
167254,0,0,rash_turn
168324,0,0,rash_turn
169395,0,0,rash_turn
170465,0,0,rash_turn
171535,0,0,rash_turn
172618,0,0,rash_turn
173697,0,0,rash_turn
174768,0,0,rash_turn
175838,0,0,rash_turn
Timestamp,HeartRate,SpO2,Annotation
