8625,0.70,-0.72,0.15,0.29,0.96,2.94,rash_turn
9754,0.70,-0.72,0.15,0.19,0.66,3.06,rash_turn
10877,0.70,-0.73,0.16,0.28,0.70,3.10,rash_turn
12000,0.70,-0.72,0.15,0.64,0.76,3.33,rash_turn
13122,0.70,-0.72,0.15,0.49,0.81,3.40,rash_turn
14244,0.70,-0.72,0.16,0.70,0.86,3.36,rash_turn
Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Annotation
