8624,0.71,-0.73,0.15,2.14,1.82,1.19,rash_turn
9753,0.70,-0.72,0.15,2.37,1.99,1.36,rash_turn
10876,0.71,-0.72,0.15,2.83,2.35,1.57,rash_turn
Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Annotation
