1254,0,0,rash_turn
2331,0,0,rash_turn
3401,0,0,rash_turn
4471,0,0,rash_turn
5541,0,0,rash_turn
6611,0,0,rash_turn
7682,0,0,rash_turn
8752,0,0,rash_turn
9822,0,0,rash_turn
10892,0,0,rash_turn
11962,0,0,rash_turn
13032,0,0,rash_turn
14102,0,0,rash_turn
15172,0,0,rash_turn
16242,0,0,rash_turn
17312,0,0,rash_turn
18382,0,0,rash_turn
19452,0,0,rash_turn
20523,0,0,rash_turn
21593,0,0,rash_turn
22663,0,0,rash_turn
23733,0,0,rash_turn
24803,0,0,rash_turn
25873,0,0,rash_turn
26943,0,0,rash_turn
28017,0,0,rash_turn
29087,0,0,rash_turn
30157,0,0,rash_turn
31227,0,0,rash_turn
32297,0,0,rash_turn
33368,0,0,rash_turn
34438,0,0,rash_turn
35508,0,0,rash_turn
36578,0,0,rash_turn
37648,0,0,rash_turn
38718,0,0,rash_turn
39788,0,0,rash_turn
40859,0,0,rash_turn
41929,0,0,rash_turn
42999,0,0,rash_turn
44069,0,0,rash_turn
45139,0,0,rash_turn
46210,0,0,rash_turn
47280,0,0,rash_turn
48350,0,0,rash_turn
49420,0,0,rash_turn
50490,0,0,rash_turn
51560,0,0,rash_turn
52630,0,0,rash_turn
53700,0,0,rash_turn
54787,0,0,rash_turn
55864,0,0,rash_turn
56934,0,0,rash_turn
58004,0,0,rash_turn
59074,0,0,rash_turn
60144,0,0,rash_turn
61214,0,0,rash_turn
62284,0,0,rash_turn
63355,0,0,rash_turn
64425,0,0,rash_turn
65496,0,0,rash_turn
66566,0,0,rash_turn
67636,0,0,rash_turn
68706,0,0,rash_turn
69776,0,0,rash_turn
70846,0,0,rash_turn
71916,0,0,rash_turn
72986,0,0,rash_turn
74056,0,0,rash_turn
75126,0,0,rash_turn
76196,0,0,rash_turn
77266,0,0,rash_turn
Timestamp,HeartRate,SpO2,Annotation
