8589,0.24,-0.40,0.84,5.84,16.75,8.24,0,0,rash_turn
9682,0.26,-0.39,0.84,5.55,15.12,6.53,0,0,rash_turn
10757,0.28,-0.36,0.83,-1.76,-16.88,-13.42,0,0,rash_turn
11832,0.29,-0.36,0.88,-9.69,-39.80,-28.94,0,0,rash_turn
12906,0.29,-0.40,0.82,-2.83,-35.94,-27.19,0,0,rash_turn
13980,0.32,-0.40,0.80,-2.40,-35.67,-27.53,0,0,rash_turn
15055,0.32,-0.40,0.80,-1.88,-36.16,-27.67,0,0,rash_turn
16130,0.33,-0.38,0.82,-12.57,-37.43,-17.61,0,0,rash_turn
17205,0.31,-0.38,0.82,-9.27,-40.00,-21.28,0,0,rash_turn
18279,0.30,-0.42,0.81,-6.15,-32.26,-25.53,0,0,rash_turn
19357,0.31,-0.41,0.82,-10.09,-26.24,-17.67,0,0,rash_turn
20432,0.28,-0.42,0.79,-3.97,-33.49,-29.67,0,0,rash_turn
21507,0.28,-0.40,0.82,-0.99,-29.68,-27.23,0,0,rash_turn
22581,0.31,-0.39,0.85,9.19,-21.64,-28.13,0,0,rash_turn
23656,0.27,-0.41,0.81,13.88,-26.73,-34.18,0,0,rash_turn
24730,0.31,-0.37,0.82,13.36,-24.73,-32.86,0,0,rash_turn
25805,0.32,-0.37,0.83,12.13,-25.65,-32.64,0,0,rash_turn
26880,0.33,-0.37,0.82,12.47,-25.47,-33.52,0,0,rash_turn
27955,0.33,-0.37,0.81,12.47,-25.65,-34.04,0,0,rash_turn
29033,0.33,-0.38,0.83,12.98,-25.88,-35.38,0,0,rash_turn
30107,0.33,-0.37,0.83,11.85,-25.93,-34.59,0,0,rash_turn
31182,0.33,-0.38,0.81,6.96,-19.13,-23.24,0,0,rash_turn
32257,0.34,-0.39,0.81,-5.42,-20.02,-10.82,0,0,rash_turn
33331,0.27,-0.42,0.84,-10.78,-26.46,-13.84,0,0,rash_turn
34406,0.33,-0.39,0.81,-16.56,-23.55,-9.77,0,0,rash_turn
35480,0.32,-0.38,0.82,-17.06,-22.91,-8.73,0,0,rash_turn
36555,0.32,-0.38,0.83,-16.79,-23.07,-9.05,0,0,rash_turn
37630,0.32,-0.38,0.82,-16.48,-23.37,-9.72,0,0,rash_turn
38708,0.32,-0.38,0.82,-16.30,-23.45,-9.63,0,0,rash_turn
39783,0.32,-0.38,0.83,-17.68,-24.39,-10.20,0,0,rash_turn
40857,0.31,-0.37,0.82,-12.62,-20.26,-7.63,0,0,rash_turn
41932,0.32,-0.41,0.80,-16.82,-15.77,-0.98,0,0,rash_turn
43006,0.32,-0.38,0.83,-16.88,-15.12,-1.06,0,0,rash_turn
44082,0.32,-0.38,0.82,-16.57,-15.86,-2.35,0,0,rash_turn
45156,0.33,-0.37,0.82,-16.16,-15.89,-3.11,0,0,rash_turn
46231,0.33,-0.37,0.82,-16.38,-15.40,-2.96,0,0,rash_turn
47305,0.33,-0.37,0.82,-15.36,-15.45,-3.79,0,0,rash_turn
48384,0.33,-0.37,0.83,-16.09,-16.39,-5.56,0,0,rash_turn
49459,0.33,-0.37,0.83,-15.79,-18.72,-7.82,0,0,rash_turn
50533,0.33,-0.37,0.82,-14.02,-20.48,-11.09,0,0,rash_turn
51608,0.33,-0.37,0.82,-15.25,-19.76,-9.54,0,0,rash_turn
52682,0.33,-0.37,0.82,-17.70,-18.65,-8.23,0,0,rash_turn
53757,0.32,-0.38,0.82,-16.34,-17.57,-8.12,0,0,rash_turn
54832,0.32,-0.37,0.82,-17.40,-18.49,-9.05,0,0,rash_turn
55907,0.32,-0.37,0.81,-18.91,-15.52,-4.75,0,0,rash_turn
56981,0.31,-0.37,0.82,-19.34,-16.26,-5.33,0,0,rash_turn
58059,0.34,-0.35,0.81,-21.63,-15.85,-3.42,0,0,rash_turn
59133,0.31,-0.38,0.82,-22.25,-14.36,-2.15,0,0,rash_turn
60209,0.32,-0.37,0.82,-24.19,-11.67,2.24,0,0,rash_turn
61283,0.32,-0.39,0.82,-22.42,-11.75,1.79,0,0,rash_turn
62358,0.33,-0.37,0.83,-22.56,-11.40,1.93,0,0,rash_turn
63432,0.33,-0.38,0.82,-22.82,-11.95,1.13,0,0,rash_turn
64507,0.33,-0.37,0.81,-22.38,-11.55,1.15,0,0,rash_turn
65582,0.33,-0.37,0.82,-21.41,-12.25,-0.83,0,0,rash_turn
66657,0.33,-0.38,0.82,-19.95,-12.78,-2.67,0,0,rash_turn
67734,0.33,-0.38,0.82,-22.01,-13.54,-3.34,0,0,rash_turn
68809,0.33,-0.36,0.82,-21.58,-14.05,-4.70,0,0,rash_turn
69883,0.30,-0.35,0.84,-17.32,0.02,9.92,0,0,rash_turn
70959,0.33,-0.37,0.81,-16.60,-2.08,5.58,0,0,rash_turn
72033,0.30,-0.38,0.81,-15.67,-1.87,4.83,0,0,rash_turn
73120,0.29,-0.38,0.82,-15.74,-1.77,4.81,0,0,rash_turn
74208,0.31,-0.38,0.83,-16.00,-0.86,5.48,0,0,rash_turn
75282,0.29,-0.38,0.83,-16.58,-1.11,1.53,0,0,rash_turn
76356,0.29,-0.39,0.82,-16.94,-1.08,1.17,0,0,rash_turn
77496,0.29,-0.38,0.83,-17.37,-1.39,1.72,0,0,rash_turn
78570,0.30,-0.39,0.83,-16.08,-2.07,0.15,0,0,rash_turn
79645,0.29,-0.39,0.83,-16.33,-1.86,-0.35,0,0,rash_turn
80719,0.30,-0.40,0.83,-12.28,0.27,-0.75,0,0,rash_turn
81794,0.30,-0.39,0.82,-12.18,1.32,-0.09,0,0,rash_turn
82869,0.31,-0.38,0.82,-15.07,2.45,2.11,0,0,rash_turn
83943,0.30,-0.38,0.83,-13.87,0.56,-1.08,0,0,rash_turn
85017,0.31,-0.39,0.82,-14.76,3.48,1.58,0,0,rash_turn
86092,0.30,-0.38,0.82,-14.99,4.49,2.31,0,0,rash_turn
Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate,SpO2,Annotation
