8467,0.23,-0.79,0.52,0.31,0.64,-0.72,0,0,rash_turn
9549,0.24,-0.79,0.52,0.27,0.80,-0.74,0,0,rash_turn
10624,0.23,-0.79,0.52,0.26,0.93,-0.74,0,0,rash_turn
11699,0.23,-0.79,0.52,0.18,0.86,-0.81,0,0,rash_turn
12773,0.23,-0.79,0.51,0.09,0.73,-0.70,0,0,rash_turn
13848,0.24,-0.79,0.52,0.02,0.83,-0.70,0,0,rash_turn
14922,0.24,-0.80,0.51,0.02,0.68,-0.72,0,0,rash_turn
15997,0.24,-0.79,0.52,-0.00,0.58,-0.78,0,0,rash_turn
17072,0.23,-0.79,0.52,0.12,0.70,-0.82,0,0,rash_turn
18147,0.23,-0.79,0.51,0.11,0.74,-1.00,0,0,rash_turn
19225,0.23,-0.79,0.53,0.25,0.84,-1.14,0,0,rash_turn
20299,0.23,-0.79,0.52,0.22,0.74,-1.21,0,0,rash_turn
21374,0.24,-0.79,0.52,0.18,0.82,-1.19,0,0,rash_turn
22449,0.24,-0.80,0.51,0.14,0.84,-1.03,0,0,rash_turn
23523,0.24,-0.79,0.52,0.16,0.74,-1.07,0,0,rash_turn
24598,0.24,-0.79,0.52,0.20,0.64,-1.08,0,0,rash_turn
25672,0.24,-0.80,0.53,0.19,0.51,-1.09,0,0,rash_turn
26747,0.24,-0.79,0.52,0.27,0.39,-0.92,0,0,rash_turn
27822,0.24,-0.79,0.52,0.21,0.38,-0.81,0,0,rash_turn
28897,0.24,-0.80,0.52,0.21,0.31,-0.82,0,0,rash_turn
29975,0.24,-0.79,0.52,0.27,0.33,-0.88,0,0,rash_turn
31049,0.24,-0.79,0.51,0.18,0.31,-0.94,0,0,rash_turn
32124,0.24,-0.79,0.51,0.17,0.28,-0.87,0,0,rash_turn
33199,0.23,-0.79,0.52,0.03,0.31,-0.92,0,0,rash_turn
34298,0.23,-0.79,0.52,0.10,0.31,-0.93,0,0,rash_turn
35374,0.24,-0.79,0.52,0.08,0.26,-0.93,0,0,rash_turn
36448,0.24,-0.79,0.51,0.12,0.44,-0.97,0,0,rash_turn
37523,0.23,-0.79,0.51,0.19,0.44,-0.94,0,0,rash_turn
38597,0.24,-0.79,0.51,0.30,0.34,-1.08,0,0,rash_turn
39671,0.24,-0.79,0.52,0.27,0.32,-1.21,0,0,rash_turn
40744,0.24,-0.79,0.51,0.28,0.35,-1.05,0,0,rash_turn
41819,0.24,-0.79,0.52,0.27,0.47,-0.93,0,0,rash_turn
42893,0.24,-0.79,0.52,0.23,0.48,-0.82,0,0,rash_turn
43968,0.23,-0.79,0.52,0.18,0.51,-0.85,0,0,rash_turn
45042,0.24,-0.79,0.51,0.14,0.68,-0.79,0,0,rash_turn
46117,0.24,-0.79,0.52,0.18,0.77,-0.85,0,0,rash_turn
