8819,0.07,-0.02,0.95,-28.86,62.15,-0.56,NAN
8914,0.08,-0.02,0.94,-29.10,62.68,-0.52,NAN
8952,0.09,-0.02,0.92,-29.13,62.82,-0.54,NAN
8989,0.09,-0.01,0.94,-29.16,62.99,-0.52,NAN
9027,0.10,-0.02,0.93,-29.16,63.10,-0.46,NAN
9065,0.09,-0.01,0.93,-29.19,63.21,-0.43,NAN
9103,0.09,-0.02,0.94,-29.21,63.32,-0.42,NAN
9140,0.09,-0.02,0.92,-29.23,63.39,-0.39,NAN
9178,0.10,-0.01,0.92,-29.27,63.61,-0.40,NAN
9216,0.08,-0.03,0.94,-29.27,63.63,-0.38,NAN
9253,0.09,-0.02,0.93,-29.39,63.70,-0.33,NAN
9290,0.08,-0.03,0.94,-29.47,63.85,-0.30,NAN
9332,0.10,0.00,0.94,-29.56,64.03,-0.28,NAN
9369,0.09,-0.02,0.91,-29.57,64.18,-0.20,NAN
9407,0.08,-0.03,0.94,-29.53,64.25,-0.12,NAN
9445,0.12,-0.01,0.95,-29.66,64.52,0.02,NAN
9483,0.08,0.00,0.95,-29.69,64.70,0.04,NAN
9520,0.10,-0.03,0.93,-29.67,64.77,0.02,NAN
9558,0.10,-0.02,0.92,-29.70,64.87,0.14,NAN
9595,0.08,-0.03,0.95,-29.52,64.91,0.28,NAN
9632,0.06,0.08,0.88,-29.60,64.57,0.59,NAN
9670,0.07,0.03,0.95,-29.48,64.90,0.60,NAN
9708,0.13,-0.06,0.95,-29.49,64.91,0.70,NAN
9746,0.07,0.03,0.89,-29.74,65.19,0.46,NAN
9787,0.10,-0.11,0.95,-29.90,65.05,0.55,NAN
9824,0.02,0.15,0.90,-30.12,65.32,0.56,NAN
9862,0.12,-0.11,0.91,-29.94,65.69,0.72,NAN
9900,0.13,0.05,0.93,-30.12,65.76,0.95,NAN
9937,0.05,-0.03,0.89,-29.92,65.89,0.79,NAN
9974,0.12,-0.01,0.93,-30.18,65.90,0.77,NAN
10012,0.06,0.16,0.89,-30.42,66.20,0.72,NAN
10050,0.09,0.13,0.75,-30.25,66.12,0.70,NAN
10088,0.13,0.15,1.16,-30.53,65.49,0.84,NAN
10125,0.04,-0.08,1.10,-30.27,66.19,-0.50,NAN
10163,0.09,-0.16,0.86,-31.36,67.53,-0.03,NAN
10204,0.06,-0.04,0.77,-31.56,67.92,0.90,NAN
10242,0.15,-0.01,0.72,-31.52,68.04,1.71,NAN
10279,0.09,0.03,0.91,-31.81,68.22,1.85,NAN
10317,0.06,-0.06,0.79,-31.42,68.34,1.36,NAN
10354,0.07,-0.01,0.92,-32.03,68.08,1.04,NAN
