8526,0.03,-0.17,0.92,12.89,-0.12,-0.88,NAN
8620,0.02,-0.14,0.92,13.01,-0.01,-0.95,NAN
8654,0.01,-0.15,0.94,12.93,0.01,-0.95,NAN
8690,0.03,-0.16,0.91,12.92,-0.00,-0.97,NAN
8726,0.02,-0.17,0.93,12.91,0.02,-0.96,NAN
8761,0.04,-0.18,0.92,12.86,0.05,-0.98,NAN
8797,0.03,-0.17,0.94,12.81,0.03,-0.99,NAN
8845,0.03,-0.16,0.93,12.81,0.04,-0.97,NAN
8887,0.04,-0.17,0.92,12.84,0.01,-0.95,NAN
8923,0.03,-0.16,0.93,12.85,0.00,-0.95,NAN
8957,0.03,-0.17,0.93,12.84,0.01,-0.93,NAN
8993,0.04,-0.17,0.92,12.85,-0.00,-0.94,NAN
9032,0.04,-0.16,0.92,12.84,-0.01,-0.94,NAN
9068,0.03,-0.17,0.92,12.82,-0.00,-0.93,NAN
9103,0.03,-0.16,0.93,12.80,-0.00,-0.96,NAN
9139,0.03,-0.17,0.93,12.78,0.01,-0.95,NAN
9174,0.03,-0.17,0.92,12.76,0.03,-0.96,NAN
9209,0.03,-0.17,0.92,12.76,0.02,-0.97,NAN
9244,0.04,-0.17,0.93,12.79,0.02,-0.96,NAN
9280,0.03,-0.16,0.92,12.78,0.01,-0.96,NAN
9316,0.03,-0.17,0.92,12.82,-0.01,-0.97,NAN
9351,0.03,-0.17,0.92,12.81,-0.02,-0.97,NAN
9387,0.04,-0.17,0.92,12.80,-0.03,-0.97,NAN
9421,0.04,-0.16,0.93,12.80,-0.06,-0.96,NAN
9460,0.03,-0.16,0.92,12.80,-0.04,-0.95,NAN
9496,0.03,-0.16,0.93,12.80,-0.02,-0.95,NAN
9532,0.03,-0.16,0.93,12.79,-0.03,-0.93,NAN
9567,0.03,-0.18,0.93,12.77,0.01,-0.92,NAN
9603,0.03,-0.16,0.91,12.69,0.05,-0.87,NAN
9637,0.03,-0.17,0.93,12.72,0.06,-0.87,NAN
9673,0.03,-0.18,0.93,12.75,0.04,-0.87,NAN
9708,0.04,-0.17,0.92,12.74,0.00,-0.88,NAN
9744,0.04,-0.18,0.93,12.74,0.00,-0.88,NAN
9780,0.04,-0.16,0.92,12.72,-0.02,-0.89,NAN
9815,0.03,-0.16,0.93,12.70,-0.03,-0.92,NAN
9850,0.03,-0.17,0.93,12.68,-0.02,-0.94,NAN
9889,-0.01,-0.11,0.93,12.28,0.10,-0.90,NAN
9924,0.03,-0.13,0.91,12.61,0.04,-0.94,NAN
9960,0.05,-0.24,0.91,12.58,0.21,-0.84,NAN
9996,0.01,-0.18,0.94,12.52,0.20,-0.84,NAN
10031,0.03,-0.16,0.92,12.59,0.16,-0.81,NAN
10066,0.07,-0.22,0.92,13.20,-0.07,-0.80,NAN
10101,0.03,-0.20,0.94,12.24,0.26,-0.82,NAN
10137,0.02,-0.17,0.92,12.66,0.10,-0.82,NAN
10173,0.05,-0.20,0.89,13.06,0.28,-0.37,NAN
10208,0.05,-0.16,0.94,12.75,0.44,-0.41,NAN
10244,0.02,-0.17,0.92,12.89,0.38,-0.39,NAN
10279,0.04,-0.17,0.92,12.94,0.36,-0.38,NAN
10318,0.03,-0.19,0.92,12.85,0.42,-0.40,NAN
10353,0.03,-0.17,0.92,12.89,0.39,-0.38,NAN
